,sample_type
GTEX-14BIN-0011-R5b-SM-5SI78,TISSUE
K-562-SM-48U2C,TISSUE
GTEX-12WSA-0011-R2a-SM-57WDK,TISSUE
GTEX-VUSG-1726-SM-4KKZL,TISSUE
GTEX-R55E-2726-SM-48FCX,TISSUE
GTEX-ZZ64-0826-SM-5E449,TISSUE
GTEX-T5JC-0011-R11A-SM-32PMB,TISSUE
GTEX-13O61-0926-SM-5IFFE,TISSUE
GTEX-ZAB4-2526-SM-5HL8M,TISSUE
GTEX-S4Z8-0006-SM-3K2AQ,TISSUE
GTEX-11LCK-0226-SM-5A5M6,TISSUE
GTEX-11DXY-0326-SM-5H12F,TISSUE
GTEX-R3RS-0126-SM-3GIJL,TISSUE
GTEX-13NYS-0011-R6b-SM-5MR3R,TISSUE
GTEX-14E6E-2226-SM-5SI6F,TISSUE
GTEX-PLZ4-1326-SM-2S1O7,TISSUE
GTEX-11GSP-0626-SM-5986T,TISSUE
GTEX-VUSG-2326-SM-4KL1U,TISSUE
GTEX-ZYY3-2226-SM-5E45A,TISSUE
GTEX-13PVQ-2226-SM-5L3G9,TISSUE
GTEX-XBEW-1626-SM-4SOJP,TISSUE
GTEX-U8XE-0426-SM-3DB91,TISSUE
GTEX-QV44-0826-SM-2S1RG,TISSUE
GTEX-OOBK-2126-SM-3LK5T,TISSUE
GTEX-U3ZN-1726-SM-4DXUQ,TISSUE
GTEX-X638-0126-SM-47JZ8,TISSUE
GTEX-13RTK-0126-SM-5RQHQ,TISSUE
GTEX-RNOR-0008-SM-48FEY,TISSUE
GTEX-13OW8-0011-R3a-SM-5L3I4,TISSUE
GTEX-S4UY-0126-SM-3K2BB,TISSUE
GTEX-P4QT-1826-SM-2S1NJ,TISSUE
GTEX-13X6I-1826-SM-5SIAO,TISSUE
GTEX-11WQK-1526-SM-5EGKN,TISSUE
GTEX-117YX-1626-SM-5GZZG,TISSUE
GTEX-111FC-1126-SM-5GZWU,TISSUE
GTEX-145LS-0011-R7a-SM-5PNWM,TISSUE
GTEX-11DXY-1326-SM-5987Z,TISSUE
GTEX-ZGAY-1326-SM-5S2NS,TISSUE
GTEX-WY7C-0326-SM-4OND5,TISSUE
GTEX-11EQ8-0926-SM-5H12V,TISSUE
GTEX-14B4R-1426-SM-5Q5CG,TISSUE
GTEX-XUYS-0326-SM-47JX2,TISSUE
GTEX-11H98-0226-SM-5NQ89,TISSUE
GTEX-11EQ9-2326-SM-5HL5H,TISSUE
GTEX-RVPU-0011-R1A-SM-2XCAI,TISSUE
GTEX-11GSP-2726-SM-5A5LJ,TISSUE
GTEX-11DXW-1026-SM-5H11K,TISSUE
GTEX-12WSJ-1826-SM-5GCNY,TISSUE
GTEX-13OW8-0011-R11a-SM-5L3GT,TISSUE
GTEX-13JUV-0006-SM-5NQ97,TISSUE
GTEX-Q734-0126-SM-48U1E,TISSUE
GTEX-11EI6-0826-SM-5985V,TISSUE
GTEX-WFG7-0008-SM-4LMKB,TISSUE
GTEX-13FH7-0426-SM-5KM4M,TISSUE
GTEX-139T8-0011-R1a-SM-5HL75,TISSUE
GTEX-ZF28-1426-SM-5S2OG,TISSUE
GTEX-WXYG-1726-SM-4ONCU,TISSUE
GTEX-13O1R-1026-SM-5KM2L,TISSUE
GTEX-X4EO-1726-SM-4QARN,TISSUE
GTEX-ZVZP-1026-SM-5GICI,TISSUE
GTEX-13G51-2126-SM-5IJD9,TISSUE
GTEX-YJ8O-0126-SM-5QGRG,TISSUE
GTEX-11DXX-0726-SM-5H12X,TISSUE
GTEX-144FL-1526-SM-5Q5CA,TISSUE
GTEX-UJMC-1326-SM-4IHLS,TISSUE
GTEX-145MF-0726-SM-5Q5BT,TISSUE
GTEX-R55G-0008-SM-48FEX,TISSUE
GTEX-13OW8-1426-SM-5IJDT,TISSUE
GTEX-11ZTT-2126-SM-5CVLO,TISSUE
GTEX-XQ8I-2426-SM-4WAXY,TISSUE
GTEX-12ZZW-1026-SM-5GCMM,TISSUE
GTEX-13113-0426-SM-5GCOD,TISSUE
GTEX-11WQK-0011-R10a-SM-5BC6R,TISSUE
GTEX-ZAKK-0326-SM-5EGHA,TISSUE
GTEX-11GSO-0626-SM-5A5LW,TISSUE
GTEX-111YS-2126-SM-5EGGM,TISSUE
GTEX-WY7C-1526-SM-4OND2,TISSUE
GTEX-12WSN-2726-SM-5LZUK,TISSUE
GTEX-13FLW-1426-SM-5K7YE,TISSUE
GTEX-ZZPU-2126-SM-5EGIU,TISSUE
GTEX-13RTJ-0011-R6a-SM-5SI74,TISSUE
GTEX-UPIC-1526-SM-4IHLU,TISSUE
GTEX-13OVI-0726-SM-5L3DD,TISSUE
GTEX-13O3Q-2726-SM-5KM51,TISSUE
GTEX-12WSD-0011-R3b-SM-5LZWN,TISSUE
GTEX-N7MT-1126-SM-5SI7V,TISSUE
K-562-SM-5LU8G,TISSUE
GTEX-XQ3S-1626-SM-4WAYN,TISSUE
GTEX-SE5C-0326-SM-4BRWX,TISSUE
GTEX-YB5E-1526-SM-5IFIE,TISSUE
GTEX-WFG8-1626-SM-4LVMB,TISSUE
GTEX-13OVJ-1226-SM-5L3HA,TISSUE
GTEX-Q2AH-1026-SM-48TZI,TISSUE
GTEX-QLQ7-0008-SM-447AW,TISSUE
GTEX-U3ZM-0826-SM-4DXU6,TISSUE
GTEX-144GM-0226-SM-5Q5CB,TISSUE
GTEX-RNOR-1226-SM-48FDQ,TISSUE
GTEX-Z93S-0226-SM-5HL7R,TISSUE
GTEX-ZVT3-0826-SM-5GIC8,TISSUE
GTEX-XAJ8-1326-SM-47JYT,TISSUE
GTEX-12WSB-3026-SM-59HKM,TISSUE
GTEX-1128S-2826-SM-5N9DI,TISSUE
GTEX-ZDYS-1726-SM-5HL4Y,TISSUE
GTEX-12WSG-0826-SM-5EQ5A,TISSUE
GTEX-XBEW-0008-SM-4AT3Y,TISSUE
GTEX-PW2O-1426-SM-48TCD,TISSUE
GTEX-ZDXO-3126-SM-5IJDF,TISSUE
GTEX-12WSL-2326-SM-5DUXQ,TISSUE
GTEX-11DYG-3126-SM-5A5L6,TISSUE
GTEX-1269C-3126-SM-5EGI6,TISSUE
GTEX-W5WG-2026-SM-4LMIB,TISSUE
GTEX-WY7C-0008-SM-4ONDW,TISSUE
GTEX-PWCY-0226-SM-48TD8,TISSUE
GTEX-SNOS-0626-SM-4DM5F,TISSUE
GTEX-ZE9C-1326-SM-5S2OW,TISSUE
GTEX-Q2AI-0826-SM-48TZO,TISSUE
GTEX-12ZZW-0011-R5a-SM-5DUVN,TISSUE
GTEX-13IVO-0726-SM-5LZYV,TISSUE
GTEX-13G51-0011-R2b-SM-5LZXS,TISSUE
GTEX-U412-1826-SM-4DXTJ,TISSUE
GTEX-13VXU-0626-SM-5L3F9,TISSUE
GTEX-U4B1-0226-SM-4DXU8,TISSUE
GTEX-QMRM-0626-SM-447BQ,TISSUE
GTEX-PWCY-1326-SM-48TCU,TISSUE
GTEX-148VJ-2626-SM-5QGPI,TISSUE
GTEX-12WSM-2126-SM-5GCOC,TISSUE
GTEX-QEL4-1126-SM-4R1JJ,TISSUE
GTEX-PWCY-2026-SM-2S1NF,TISSUE
GTEX-QV31-0226-SM-447BO,TISSUE
GTEX-PWN1-2526-SM-48TDS,TISSUE
GTEX-S3XE-0226-SM-4AD6I,TISSUE
GTEX-WH7G-1526-SM-4LVMX,TISSUE
GTEX-11EQ9-2426-SM-5HL5T,TISSUE
GTEX-XV7Q-1126-SM-4BRVS,TISSUE
GTEX-147GR-0426-SM-5S2OL,TISSUE
GTEX-14A6H-0126-SM-5QGPK,TISSUE
GTEX-X8HC-1626-SM-46MWE,TISSUE
GTEX-QDT8-0626-SM-48TYW,TISSUE
GTEX-11ONC-1126-SM-5GU6G,TISSUE
GTEX-PWCY-0426-SM-48TCW,TISSUE
GTEX-UPIC-1126-SM-4IHLO,TISSUE
GTEX-SE5C-0626-SM-4IHLJ,TISSUE
GTEX-OXRP-0126-SM-48TDI,TISSUE
GTEX-OOBK-3025-SM-48TBP,TISSUE
GTEX-ZAK1-3126-SM-5S2O8,TISSUE
GTEX-14A6H-2726-SM-5QGPL,TISSUE
GTEX-SUCS-0526-SM-4DM56,TISSUE
GTEX-QV31-0426-SM-447C4,TISSUE
GTEX-NPJ8-0326-SM-26GMG,TISSUE
GTEX-XQ8I-0126-SM-4BOPL,TISSUE
GTEX-OHPN-0011-R8A-SM-2I5FJ,TISSUE
GTEX-S32W-0004-SM-5S2SG,TISSUE
GTEX-PWN1-0126-SM-2I3FK,TISSUE
GTEX-VUSG-0006-SM-5S2TA,TISSUE
GTEX-QEG5-0826-SM-2I5GF,TISSUE
GTEX-UTHO-3026-SM-3GAFB,TISSUE
GTEX-P78B-0005-SM-2I5GM,TISSUE
GTEX-14C5O-0005-SM-5P9ER,TISSUE
GTEX-13X6K-0011-R7b-SM-5P9K7,TISSUE
GTEX-YF7O-0005-SM-4W1ZU,TISSUE
GTEX-1399R-1226-SM-5P9GF,TISSUE
GTEX-OXRN-0011-R5A-SM-2I5EF,TISSUE
GTEX-13O3Q-0011-R5b-SM-5P9H4,TISSUE
GTEX-13PL6-0011-R5b-SM-5O9BI,TISSUE
GTEX-PWCY-0005-SM-33HBP,TISSUE
GTEX-WXYG-0226-SM-3NB2Y,TISSUE
GTEX-OIZH-0526-SM-2HMKV,TISSUE
GTEX-PLZ5-1526-SM-3P5ZX,TISSUE
GTEX-11EMC-0006-SM-5O9DN,TISSUE
GTEX-OIZH-0626-SM-3NB1L,TISSUE
GTEX-OHPJ-1326-SM-3MJHG,TISSUE
GTEX-1399U-0326-SM-5P9G5,TISSUE
GTEX-PWO3-0011-R1A-SM-2I5EW,TISSUE
GTEX-WYJK-0326-SM-3NMA8,TISSUE
GTEX-T6MN-0226-SM-32PMD,TISSUE
GTEX-PLZ6-1626-SM-3NB23,TISSUE
GTEX-WZTO-0006-SM-3NM9T,TISSUE
GTEX-ZE9C-0011-R9a-SM-4WWCY,TISSUE
GTEX-RVPU-2226-SM-2XCAQ,TISSUE
GTEX-WVLH-0011-R6A-SM-3MJFZ,TISSUE
GTEX-ZDTS-0008-SM-4E3I8,TISSUE
GTEX-13S7M-0011-R5b-SM-5P9HS,TISSUE
GTEX-NPJ8-1926-SM-3MJGB,TISSUE
GTEX-ZP4G-1626-SM-57WGD,TISSUE
GTEX-R55D-0626-SM-3GAD5,TISSUE
GTEX-132Q8-0006-SM-5NQA4,TISSUE
GTEX-P4QS-2126-SM-3NMCF,TISSUE
GTEX-12WSC-0926-SM-5EQ63,TISSUE
K-562-SM-4VBPT,TISSUE
GTEX-WL46-0011-R11A-SM-3MJFT,TISSUE
GTEX-OOBJ-2126-SM-3NB1N,TISSUE
GTEX-13RTL-0011-R1a-SM-5PNZ8,TISSUE
GTEX-12ZZW-0005-SM-5O9BY,TISSUE
GTEX-13CZV-0011-R4b-SM-5J2NY,TISSUE
GTEX-13RTJ-0011-R4b-SM-5PNX1,TISSUE
GTEX-X8HC-0526-SM-4E3JA,TISSUE
GTEX-O5YT-1826-SM-32PK9,TISSUE
GTEX-11O72-1126-SM-5N9E2,TISSUE
GTEX-111VG-0726-SM-5GIDC,TISSUE
GTEX-13YAN-2026-SM-5Q5EY,TISSUE
GTEX-PLZ6-0426-SM-5IJDW,TISSUE
K-562-SM-3DB9M,TISSUE
GTEX-131XW-0526-SM-5PNXZ,TISSUE
GTEX-OXRL-0226-SM-3NB18,TISSUE
GTEX-117XS-0008-SM-5Q5DQ,TISSUE
GTEX-OIZH-0326-SM-2HMKC,TISSUE
GTEX-13CZV-0011-R11b-SM-5N9FN,TISSUE
GTEX-P44H-2426-SM-2XCEJ,TISSUE
GTEX-11O72-2326-SM-5BC7H,TISSUE
GTEX-OXRN-1426-SM-3LK5U,TISSUE
GTEX-139YR-1626-SM-5IJGK,TISSUE
GTEX-14BIL-0126-SM-5SI92,TISSUE
GTEX-ZVP2-1326-SM-57WCE,TISSUE
GTEX-ZVT2-0326-SM-5E44G,TISSUE
GTEX-13PL7-0326-SM-5IJEK,TISSUE
GTEX-13IVO-0011-R6b-SM-5K7X9,TISSUE
GTEX-T6MN-0011-R8A-SM-32QP3,TISSUE
GTEX-QXCU-0006-SM-2TC5K,TISSUE
GTEX-13RTJ-0011-R10b-SM-5O9CW,TISSUE
GTEX-RNOR-0726-SM-2TF5I,TISSUE
GTEX-12WSM-0011-R6b-SM-5EQ6N,TISSUE
GTEX-ZTSS-0008-SM-4YCE8,TISSUE
GTEX-XLM4-0226-SM-4AT4N,TISSUE
GTEX-ZTTD-0001-SM-4YCD5,TISSUE
GTEX-111CU-1926-SM-5GZYZ,TISSUE
GTEX-WOFM-2026-SM-4OOSQ,TISSUE
GTEX-XLM4-0011-R3B-SM-4AT6E,TISSUE
GTEX-PLZ6-1726-SM-2S1O6,TISSUE
GTEX-WXYG-2226-SM-4E3IM,TISSUE
GTEX-ZAB5-0426-SM-5CVMI,TISSUE
GTEX-11P82-0006-SM-5N9FY,TISSUE
GTEX-11EI6-3126-SM-5H111,TISSUE
GTEX-WFON-0326-SM-3GIKX,TISSUE
GTEX-117YW-1826-SM-5PNY5,TISSUE
GTEX-ZE9C-1126-SM-4WWBD,TISSUE
GTEX-Y5V6-0326-SM-4VBRW,TISSUE
GTEX-Y8E4-0226-SM-4VBQ3,TISSUE
K-562-SM-5Q5CL,TISSUE
GTEX-Y5LM-0526-SM-4V6G3,TISSUE
GTEX-WOFM-1926-SM-4OOSP,TISSUE
GTEX-XYKS-2126-SM-4E3IB,TISSUE
GTEX-WRHU-0008-SM-4MVPB,TISSUE
GTEX-PX3G-0526-SM-2I3EM,TISSUE
GTEX-ZUA1-3126-SM-59HJ8,TISSUE
GTEX-Y3IK-2026-SM-4YCDG,TISSUE
GTEX-12WSK-0926-SM-5CVNQ,TISSUE
GTEX-139YR-2626-SM-5K7U4,TISSUE
GTEX-RU1J-0003-SM-3K2A8,TISSUE
GTEX-139TT-0011-R3b-SM-5K7VL,TISSUE
GTEX-P4QT-0526-SM-2I3EX,TISSUE
GTEX-13JVG-0011-R7b-SM-5MR3Q,TISSUE
GTEX-144FL-0326-SM-5O99O,TISSUE
GTEX-ZV7C-0326-SM-57WB1,TISSUE
GTEX-OXRK-0326-SM-2YUMQ,TISSUE
GTEX-145LS-0011-R5a-SM-5SI65,TISSUE
GTEX-ZYWO-1326-SM-5SI8X,TISSUE
GTEX-11EM3-2126-SM-5H11M,TISSUE
GTEX-RU72-0011-R7A-SM-2TF5U,TISSUE
GTEX-1211K-0426-SM-5FQTP,TISSUE
GTEX-111FC-1926-SM-5GZYC,TISSUE
GTEX-ZUA1-0005-SM-4YCEV,TISSUE
GTEX-11WQC-2326-SM-5EQKE,TISSUE
GTEX-13CF3-0726-SM-5J2MY,TISSUE
GTEX-144GM-1426-SM-5LU31,TISSUE
GTEX-OXRK-0526-SM-2YUMW,TISSUE
K-562-SM-5PNWU,TISSUE
GTEX-12584-1026-SM-59HK3,TISSUE
GTEX-12696-0326-SM-5EGL4,TISSUE
GTEX-12ZZZ-1326-SM-59HKW,TISSUE
GTEX-13NZB-2426-SM-5K7UF,TISSUE
GTEX-ZT9W-0926-SM-57WFS,TISSUE
GTEX-XBED-0003-SM-47JWP,TISSUE
GTEX-X8HC-0226-SM-4E3K1,TISSUE
GTEX-11ILO-2526-SM-5A5LQ,TISSUE
GTEX-ZDTT-0926-SM-5J2MS,TISSUE
GTEX-ZP4G-0526-SM-4YCED,TISSUE
GTEX-1399T-0126-SM-5KM15,TISSUE
GTEX-14C5O-0126-SM-5SI6N,TISSUE
GTEX-ZF29-0226-SM-4WKHO,TISSUE
GTEX-11GSO-0011-R1b-SM-57WD3,TISSUE
GTEX-13O3O-0426-SM-5KM2Y,TISSUE
GTEX-13O21-2226-SM-5MR3L,TISSUE
GTEX-13X6K-0011-R5b-SM-5PNUE,TISSUE
GTEX-131YS-3026-SM-5EGHY,TISSUE
GTEX-Q2AH-0726-SM-2I3EA,TISSUE
GTEX-ZVT3-2126-SM-59HL2,TISSUE
GTEX-X5EB-1826-SM-4E3K8,TISSUE
GTEX-11ZU8-0008-SM-5S2VO,TISSUE
GTEX-11NSD-1226-SM-5986Q,TISSUE
GTEX-12WSG-0626-SM-5FQTQ,TISSUE
GTEX-132NY-0726-SM-5KLZM,TISSUE
GTEX-111FC-0326-SM-5GZZ1,TISSUE
GTEX-XXEK-1226-SM-4BRUY,TISSUE
GTEX-RWS6-0626-SM-2XCAS,TISSUE
GTEX-13N1W-0011-R10b-SM-5MR4H,TISSUE
GTEX-13QBU-2526-SM-5LU4X,TISSUE
GTEX-13JUV-2026-SM-5K7UA,TISSUE
GTEX-OXRP-2426-SM-2S1NR,TISSUE
GTEX-ZF28-0011-R6a-SM-4WKHI,TISSUE
GTEX-131XH-0011-R6a-SM-5KM2G,TISSUE
GTEX-13N2G-0011-R7a-SM-5MR42,TISSUE
GTEX-ZVT4-0006-SM-57WB8,TISSUE
GTEX-ZVT2-2426-SM-57WCQ,TISSUE
K-562-SM-5LZU1,TISSUE
GTEX-144GL-0726-SM-5LU4P,TISSUE
GTEX-ZV68-0011-R7a-SM-51MT4,TISSUE
GTEX-Q2AH-0626-SM-48TZJ,TISSUE
GTEX-12WSM-0008-SM-5S2VD,TISSUE
GTEX-ZDYS-0002-SM-4WKGR,TISSUE
GTEX-ZYY3-1526-SM-5SIA9,TISSUE
GTEX-132Q8-2926-SM-5IFFP,TISSUE
GTEX-11TUW-1726-SM-5BC5C,TISSUE
GTEX-139T8-0226-SM-5L3EA,TISSUE
GTEX-PWOO-2426-SM-2S1OV,TISSUE
GTEX-ZZPU-0926-SM-5GZYT,TISSUE
GTEX-11GS4-2126-SM-5A5KR,TISSUE
K-562-SM-4LMI2,TISSUE
GTEX-11DXY-0426-SM-5H12R,TISSUE
GTEX-UPK5-1226-SM-4IHL8,TISSUE
GTEX-PX3G-0726-SM-48TZT,TISSUE
GTEX-ZYFG-2526-SM-5GIEK,TISSUE
GTEX-UJHI-1426-SM-3DB9C,TISSUE
GTEX-11P7K-0726-SM-5EGKX,TISSUE
GTEX-13FXS-0226-SM-5IJCK,TISSUE
GTEX-12BJ1-2026-SM-5FQUH,TISSUE
GTEX-145LV-2526-SM-5S2VA,TISSUE
GTEX-NPJ8-1326-SM-3LK6B,TISSUE
GTEX-147JS-0726-SM-5S2UL,TISSUE
GTEX-WYVS-0626-SM-4SOJY,TISSUE
GTEX-12WSD-2026-SM-5HL7D,TISSUE
GTEX-11I78-0126-SM-5HL6F,TISSUE
GTEX-ZUA1-2626-SM-5NQ92,TISSUE
GTEX-11EM3-1326-SM-5N9C6,TISSUE
GTEX-ZLFU-0726-SM-57WF6,TISSUE
GTEX-13OW7-0226-SM-5MR3N,TISSUE
GTEX-12WSA-0426-SM-5EQ5X,TISSUE
GTEX-OXRL-0326-SM-4MVNY,TISSUE
GTEX-REY6-0726-SM-2TF4M,TISSUE
GTEX-YB5K-1726-SM-5IFIZ,TISSUE
GTEX-ZAB4-0011-R11a-SM-4SOKI,TISSUE
GTEX-YF7O-1626-SM-5IFII,TISSUE
GTEX-ZVTK-0326-SM-51MRR,TISSUE
GTEX-13OVH-1026-SM-5J2NP,TISSUE
GTEX-ZAB5-2426-SM-5CVMW,TISSUE
GTEX-13N11-1826-SM-5IJDS,TISSUE
GTEX-X5EB-0006-SM-46MV5,TISSUE
GTEX-NFK9-0006-SM-3GACS,TISSUE
GTEX-12WSL-1626-SM-5GCMU,TISSUE
GTEX-UPIC-0526-SM-4WWCQ,TISSUE
GTEX-11P82-0526-SM-5986P,TISSUE
GTEX-V955-1826-SM-4JBIL,TISSUE
GTEX-ZF3C-0526-SM-4WWBG,TISSUE
GTEX-VJYA-0826-SM-4KL1M,TISSUE
GTEX-U3ZN-2126-SM-4DXU1,TISSUE
GTEX-S341-1626-SM-3K2B8,TISSUE
GTEX-11EQ8-1426-SM-5EGJR,TISSUE
GTEX-XQ3S-1226-SM-4BOPP,TISSUE
GTEX-S4Q7-0526-SM-4AD5N,TISSUE
GTEX-117XS-2026-SM-5GID1,TISSUE
GTEX-11ILO-0226-SM-5N9D3,TISSUE
GTEX-R55C-1626-SM-48FEG,TISSUE
GTEX-11WQC-2526-SM-5CVLE,TISSUE
GTEX-13NYS-0011-R9b-SM-5MR44,TISSUE
GTEX-R55C-0826-SM-48FCL,TISSUE
GTEX-11NUK-0926-SM-5HL57,TISSUE
GTEX-11H98-0011-R11b-SM-5NQ6U,TISSUE
GTEX-SN8G-1526-SM-4DM79,TISSUE
GTEX-13JVG-0011-R10b-SM-5KM2P,TISSUE
GTEX-ZTPG-1626-SM-5DUX2,TISSUE
GTEX-ZVT3-0926-SM-5GICK,TISSUE
GTEX-11TTK-0326-SM-5BC5N,TISSUE
GTEX-139TT-2226-SM-5LZWO,TISSUE
GTEX-ZE7O-0008-SM-4E3JQ,TISSUE
GTEX-14BMV-0126-SM-5S2PO,TISSUE
GTEX-SIU7-1826-SM-2XCE2,TISSUE
GTEX-11TTK-2826-SM-5GU5K,TISSUE
GTEX-YEC4-2126-SM-5IFJH,TISSUE
GTEX-XUYS-0008-SM-47JYZ,TISSUE
GTEX-ZAJG-0826-SM-5PNVA,TISSUE
GTEX-13O1R-0126-SM-5L3EH,TISSUE
GTEX-YFC4-0126-101855-SM-5CVLZ,TISSUE
GTEX-SNOS-1526-SM-32PLW,TISSUE
GTEX-YFC4-0826-SM-5CVM1,TISSUE
GTEX-131XE-1426-SM-5HL7V,TISSUE
GTEX-11EI6-0326-SM-5EQ6G,TISSUE
GTEX-13FLV-0011-R3b-SM-5LZYP,TISSUE
GTEX-QDVN-1126-SM-48TZ7,TISSUE
GTEX-111YS-0826-SM-5GZYK,TISSUE
GTEX-12WSI-1526-SM-5GCNM,TISSUE
GTEX-UPK5-1626-SM-4JBHI,TISSUE
GTEX-X88G-0004-SM-47JZ6,TISSUE
GTEX-XAJ8-1126-SM-47JYA,TISSUE
GTEX-UJHI-1026-SM-4IHJP,TISSUE
GTEX-XGQ4-0326-SM-4GIEE,TISSUE
GTEX-13CF3-0826-SM-5LZYZ,TISSUE
GTEX-XLM4-0011-R8A-SM-4AT44,TISSUE
GTEX-P44H-0626-SM-2XCF2,TISSUE
GTEX-14A6H-2326-SM-5Q5B5,TISSUE
GTEX-1313W-3126-SM-5LZUI,TISSUE
GTEX-P44H-0726-SM-48TBT,TISSUE
GTEX-1269C-0003-SM-5S2PB,TISSUE
GTEX-11WQK-2626-SM-5EQ4K,TISSUE
GTEX-Q2AG-3026-SM-48U1L,TISSUE
GTEX-RNOR-1326-SM-48FDE,TISSUE
GTEX-ZDXO-0126-SM-5S2ND,TISSUE
GTEX-11EMC-2926-SM-5EQ4F,TISSUE
GTEX-WXYG-1226-SM-4ONCJ,TISSUE
GTEX-WHSB-0326-SM-5GICB,TISSUE
GTEX-S7SE-0826-SM-4AT4D,TISSUE
GTEX-13SLX-3026-SM-5RQJU,TISSUE
GTEX-13O21-1426-SM-5K7XI,TISSUE
GTEX-132NY-2026-SM-5L3FM,TISSUE
GTEX-117XS-2226-SM-5GIE1,TISSUE
GTEX-XLM4-0011-R2B-SM-4AT5Z,TISSUE
K-562-SM-5QGOR,TISSUE
GTEX-13OVL-0326-SM-5IJCS,TISSUE
GTEX-PWCY-0326-SM-43IRU,TISSUE
GTEX-145MO-1526-SM-5QGQC,TISSUE
GTEX-13OW8-2426-SM-5L3ID,TISSUE
GTEX-11ZUS-3026-SM-5EGI4,TISSUE
GTEX-1477Z-2226-SM-5QGPG,TISSUE
GTEX-W5WG-0006-SM-3GIJT,TISSUE
GTEX-ZV6S-0726-SM-57WFY,TISSUE
GTEX-13U4I-0006-SM-5N9CI,TISSUE
GTEX-Q2AG-0326-SM-48U1O,TISSUE
GTEX-139D8-0006-SM-5LZX8,TISSUE
GTEX-12WSC-1126-SM-5EQ4G,TISSUE
GTEX-N7MS-2526-SM-26GMR,TISSUE
GTEX-145LT-1126-SM-5LUA1,TISSUE
GTEX-12WSK-0426-SM-5GCNS,TISSUE
GTEX-QV44-0008-SM-447AX,TISSUE
GTEX-WFON-1326-SM-4LVMN,TISSUE
GTEX-13NZ8-2126-SM-5L3EO,TISSUE
GTEX-NL3H-0011-R1a-SM-48TDJ,TISSUE
GTEX-XV7Q-1226-SM-4BRVT,TISSUE
GTEX-12ZZX-0426-SM-5DUVT,TISSUE
GTEX-OOBK-1026-SM-48TC2,TISSUE
GTEX-14BMV-2326-SM-5RQJ4,TISSUE
GTEX-XBEW-0626-SM-4QASP,TISSUE
GTEX-WHSB-1026-SM-4M1XN,TISSUE
GTEX-139D8-2426-SM-5KM3A,TISSUE
GTEX-13O3O-2526-SM-5L3DR,TISSUE
GTEX-U4B1-0726-SM-4DXUA,TISSUE
GTEX-XMK1-1126-SM-4IHJ8,TISSUE
GTEX-ZF2S-0006-SM-4WKHF,TISSUE
GTEX-13NYB-0011-R1b-SM-5KM4F,TISSUE
GTEX-ZDTS-0826-SM-4WKHL,TISSUE
GTEX-13W3W-1226-SM-5LU4H,TISSUE
GTEX-146FQ-1026-SM-5LU8I,TISSUE
GTEX-13O61-0126-SM-5KM4P,TISSUE
GTEX-13CZV-0011-R9a-SM-5LZXT,TISSUE
GTEX-SJXC-0326-SM-2XCFI,TISSUE
GTEX-XBED-2526-SM-47JYD,TISSUE
GTEX-11GSP-0011-R11b-SM-5NQ7V,TISSUE
GTEX-13CF3-1226-SM-5LZXN,TISSUE
GTEX-X4XY-1026-SM-46MVX,TISSUE
GTEX-T6MO-1126-SM-4DM5D,TISSUE
GTEX-ZDXO-1326-SM-57WBS,TISSUE
GTEX-WH7G-0626-SM-4LVMO,TISSUE
GTEX-ZAB4-1926-SM-57WD8,TISSUE
GTEX-11VI4-0726-SM-5GU5B,TISSUE
GTEX-11ONC-1926-SM-5GU75,TISSUE
GTEX-14A6H-2426-SM-5Q5BO,TISSUE
GTEX-148VI-1226-SM-5RQJR,TISSUE
GTEX-14B4R-2026-SM-5QGQL,TISSUE
GTEX-13D11-0626-SM-5LZYY,TISSUE
GTEX-N7MS-2526-SM-26GMA,TISSUE
GTEX-XLM4-2926-SM-4AT59,TISSUE
GTEX-13OW6-0526-SM-5L3HY,TISSUE
GTEX-Y5LM-1926-SM-5RQJH,TISSUE
GTEX-11H98-0008-SM-5QGR8,TISSUE
GTEX-P4PQ-0008-SM-48TDX,TISSUE
GTEX-OHPN-0011-R10A-SM-2I5FL,TISSUE
GTEX-OHPM-0326-SM-2HMKT,TISSUE
GTEX-T8EM-0326-SM-3DB7F,TISSUE
GTEX-QDVN-2126-SM-33HBS,TISSUE
GTEX-ZYFG-0926-SM-5BC5U,TISSUE
GTEX-OHPN-2526-SM-2I5H3,TISSUE
GTEX-NFK9-2226-SM-3MJGP,TISSUE
GTEX-QEG4-0426-SM-33HC3,TISSUE
GTEX-S4P3-1826-SM-3K2AL,TISSUE
GTEX-PWOO-0926-SM-2I3EC,TISSUE
GTEX-XPT6-0126-SM-4B65S,TISSUE
GTEX-TKQ2-1026-SM-33HB7,TISSUE
GTEX-X4EP-0726-SM-3P5YJ,TISSUE
GTEX-V955-2026-SM-3GAFA,TISSUE
GTEX-P44H-0011-R5A-SM-2XCEX,TISSUE
GTEX-OXRL-0726-SM-3NM9A,TISSUE
GTEX-WH7G-0005-SM-3NMBX,TISSUE
GTEX-POYW-0826-SM-2XCEM,TISSUE
GTEX-YEC4-0426-SM-4W1ZH,TISSUE
GTEX-QDVN-2026-SM-3GAEP,TISSUE
GTEX-S4Z8-0008-SM-33HAZ,TISSUE
GTEX-YF7O-1926-SM-4W1YQ,TISSUE
GTEX-YEC3-0002-SM-4W1YI,TISSUE
GTEX-RWSA-1726-SM-47JX7,TISSUE
